zip,Zipcode name,City,State,County Name
14557,"SOUTH BYRON, NY",SOUTH BYRON,NY,GENESEE
12482,"SOUTH CAIRO, NY",SOUTH CAIRO,NY,GREENE
13687,"SOUTH COLTON, NY",SOUTH COLTON,NY,SAINT LAWRENCE
14138,"SOUTH DAYTON, NY",SOUTH DAYTON,NY,CATTARAUGUS
12779,"SOUTH FALLSBURG, NY",SOUTH FALLSBURG,NY,SULLIVAN
12803,"SOUTH GLENS FALLS, NY",SOUTH GLENS FALLS,NY,SARATOGA
11970,"SOUTH JAMESPORT, NY",SOUTH JAMESPORT,NY,SUFFOLK
13842,"SOUTH KORTRIGHT, NY",SOUTH KORTRIGHT,NY,DELAWARE
14558,"SOUTH LIMA, NY",SOUTH LIMA,NY,LIVINGSTON
13843,"SOUTH NEW BERLIN, NY",SOUTH NEW BERLIN,NY,CHENANGO
13155,"SOUTH OTSELIC, NY",SOUTH OTSELIC,NY,CHENANGO
11420,"SOUTH OZONE PARK, NY",SOUTH OZONE PARK,NY,QUEENS
13844,"SOUTH PLYMOUTH, NY",SOUTH PLYMOUTH,NY,CHENANGO
11419,"SOUTH RICHMOND HILL, NY",SOUTH RICHMOND HILL,NY,QUEENS
10590,"SOUTH SALEM, NY",SOUTH SALEM,NY,WESTCHESTER
14139,"SOUTH WALES, NY",SOUTH WALES,NY,ERIE
11968,"SOUTHAMPTON, NY",SOUTHAMPTON,NY,SUFFOLK
11969,"SOUTHAMPTON, NY",SOUTHAMPTON,NY,SUFFOLK
10975,"SOUTHFIELDS, NY",SOUTHFIELDS,NY,ORANGE
11971,"SOUTHOLD, NY",SOUTHOLD,NY,SUFFOLK
10976,"SPARKILL, NY",SPARKILL,NY,ROCKLAND
12780,"SPARROW BUSH, NY",SPARROW BUSH,NY,ORANGE
12164,"SPECULATOR, NY",SPECULATOR,NY,HAMILTON
14883,"SPENCER, NY",SPENCER,NY,TIOGA
14559,"SPENCERPORT, NY",SPENCERPORT,NY,MONROE
12165,"SPENCERTOWN, NY",SPENCERTOWN,NY,COLUMBIA
11972,"SPEONK, NY",SPEONK,NY,SUFFOLK
12166,"SPRAKERS, NY",SPRAKERS,NY,MONTGOMERY
14140,"SPRING BROOK, NY",SPRING BROOK,NY,ERIE
12483,"SPRING GLEN, NY",SPRING GLEN,NY,ULSTER
10977,"SPRING VALLEY, NY",SPRING VALLEY,NY,ROCKLAND
13468,"SPRINGFIELD CENTER, NY",SPRINGFIELD CENTER,NY,OTSEGO
11413,"SPRINGFIELD GARDENS, NY",SPRINGFIELD GARDENS,NY,QUEENS
14141,"SPRINGVILLE, NY",SPRINGVILLE,NY,ERIE
14560,"SPRINGWATER, NY",SPRINGWATER,NY,LIVINGSTON
12580,"STAATSBURG, NY",STAATSBURG,NY,DUTCHESS
14143,"STAFFORD, NY",STAFFORD,NY,GENESEE
12167,"STAMFORD, NY",STAMFORD,NY,DELAWARE
12581,"STANFORDVILLE, NY",STANFORDVILLE,NY,DUTCHESS
14561,"STANLEY, NY",STANLEY,NY,ONTARIO
13690,"STAR LAKE, NY",STAR LAKE,NY,SAINT LAWRENCE
10301,"STATEN ISLAND, NY",STATEN ISLAND,NY,RICHMOND
10302,"STATEN ISLAND, NY",STATEN ISLAND,NY,RICHMOND
10303,"STATEN ISLAND, NY",STATEN ISLAND,NY,RICHMOND
10304,"STATEN ISLAND, NY",STATEN ISLAND,NY,RICHMOND
10305,"STATEN ISLAND, NY",STATEN ISLAND,NY,RICHMOND
10306,"STATEN ISLAND, NY",STATEN ISLAND,NY,RICHMOND
10307,"STATEN ISLAND, NY",STATEN ISLAND,NY,RICHMOND
10308,"STATEN ISLAND, NY",STATEN ISLAND,NY,RICHMOND
10309,"STATEN ISLAND, NY",STATEN ISLAND,NY,RICHMOND
10310,"STATEN ISLAND, NY",STATEN ISLAND,NY,RICHMOND
10311,"STATEN ISLAND, NY",STATEN ISLAND,NY,RICHMOND
10312,"STATEN ISLAND, NY",STATEN ISLAND,NY,RICHMOND
10313,"STATEN ISLAND, NY",STATEN ISLAND,NY,RICHMOND
10314,"STATEN ISLAND, NY",STATEN ISLAND,NY,RICHMOND
14783,"STEAMBURG, NY",STEAMBURG,NY,CATTARAUGUS
14144,"STELLA NIAGARA, NY",STELLA NIAGARA,NY,NIAGARA
12168,"STEPHENTOWN, NY",STEPHENTOWN,NY,RENSSELAER
12169,"STEPHENTOWN, NY",STEPHENTOWN,NY,RENSSELAER
13156,"STERLING, NY",STERLING,NY,CAYUGA
10979,"STERLING FOREST, NY",STERLING FOREST,NY,ORANGE
12170,"STILLWATER, NY",STILLWATER,NY,SARATOGA
13469,"STITTVILLE, NY",STITTVILLE,NY,ONEIDA
14784,"STOCKTON, NY",STOCKTON,NY,CHAUTAUQUA
12484,"STONE RIDGE, NY",STONE RIDGE,NY,ULSTER
11790,"STONY BROOK, NY",STONY BROOK,NY,SUFFOLK
11794,"STONY BROOK, NY",STONY BROOK,NY,SUFFOLK
12878,"STONY CREEK, NY",STONY CREEK,NY,WARREN
10980,"STONY POINT, NY",STONY POINT,NY,ROCKLAND
12582,"STORMVILLE, NY",STORMVILLE,NY,DUTCHESS
12172,"STOTTVILLE, NY",STOTTVILLE,NY,COLUMBIA
14785,"STOW, NY",STOW,NY,CHAUTAUQUA
13470,"STRATFORD, NY",STRATFORD,NY,FULTON
14145,"STRYKERSVILLE, NY",STRYKERSVILLE,NY,WYOMING
12173,"STUYVESANT, NY",STUYVESANT,NY,COLUMBIA
12174,"STUYVESANT FALLS, NY",STUYVESANT FALLS,NY,COLUMBIA
10901,"SUFFERN, NY",SUFFERN,NY,ROCKLAND
10981,"SUGAR LOAF, NY",SUGAR LOAF,NY,ORANGE
12175,"SUMMIT, NY",SUMMIT,NY,SCHOHARIE
12781,"SUMMITVILLE, NY",SUMMITVILLE,NY,SULLIVAN
11104,"SUNNYSIDE, NY",SUNNYSIDE,NY,QUEENS
12176,"SURPRISE, NY",SURPRISE,NY,GREENE
14884,"SWAIN, NY",SWAIN,NY,ALLEGANY
12783,"SWAN LAKE, NY",SWAN LAKE,NY,SULLIVAN
13157,"SYLVAN BEACH, NY",SYLVAN BEACH,NY,ONEIDA
11773,"SYOSSET, NY",SYOSSET,NY,NASSAU
11791,"SYOSSET, NY",SYOSSET,NY,NASSAU
13201,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13202,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13203,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13204,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13205,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13206,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13207,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13208,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13209,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13210,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13211,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13212,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13214,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13215,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13217,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13218,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13219,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13220,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13221,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13224,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13244,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13250,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13261,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13290,"SYRACUSE, NY",SYRACUSE,NY,ONONDAGA
13471,"TABERG, NY",TABERG,NY,ONEIDA
10982,"TALLMAN, NY",TALLMAN,NY,ROCKLAND
12485,"TANNERSVILLE, NY",TANNERSVILLE,NY,GREENE
10983,"TAPPAN, NY",TAPPAN,NY,ROCKLAND
10591,"TARRYTOWN, NY",TARRYTOWN,NY,WESTCHESTER
13472,"THENDARA, NY",THENDARA,NY,HERKIMER
13691,"THERESA, NY",THERESA,NY,JEFFERSON
10984,"THIELLS, NY",THIELLS,NY,ROCKLAND
10985,"THOMPSON RIDGE, NY",THOMPSON RIDGE,NY,ORANGE
12784,"THOMPSONVILLE, NY",THOMPSONVILLE,NY,SULLIVAN
10594,"THORNWOOD, NY",THORNWOOD,NY,WESTCHESTER
13692,"THOUSAND ISLAND PARK, NY",THOUSAND ISLAND PARK,NY,JEFFERSON
13693,"THREE MILE BAY, NY",THREE MILE BAY,NY,JEFFERSON
12883,"TICONDEROGA, NY",TICONDEROGA,NY,ESSEX
12486,"TILLSON, NY",TILLSON,NY,ULSTER
13845,"TIOGA CENTER, NY",TIOGA CENTER,NY,TIOGA
12583,"TIVOLI, NY",TIVOLI,NY,DUTCHESS
10986,"TOMKINS COVE, NY",TOMKINS COVE,NY,ROCKLAND
14150,"TONAWANDA, NY",TONAWANDA,NY,ERIE
14151,"TONAWANDA, NY",TONAWANDA,NY,ERIE
13846,"TREADWELL, NY",TREADWELL,NY,DELAWARE
12177,"TRIBES HILL, NY",TRIBES HILL,NY,MONTGOMERY
14885,"TROUPSBURG, NY",TROUPSBURG,NY,STEUBEN
13847,"TROUT CREEK, NY",TROUT CREEK,NY,DELAWARE
12183,"TROY, NY",TROY,NY,ALBANY
12180,"TROY, NY",TROY,NY,RENSSELAER
12181,"TROY, NY",TROY,NY,RENSSELAER
12182,"TROY, NY",TROY,NY,RENSSELAER
14886,"TRUMANSBURG, NY",TRUMANSBURG,NY,TOMPKINS
13158,"TRUXTON, NY",TRUXTON,NY,CORTLAND
10707,"TUCKAHOE, NY",TUCKAHOE,NY,WESTCHESTER
13159,"TULLY, NY",TULLY,NY,ONONDAGA
13848,"TUNNEL, NY",TUNNEL,NY,BROOME
12986,"TUPPER LAKE, NY",TUPPER LAKE,NY,FRANKLIN
13473,"TURIN, NY",TURIN,NY,LEWIS
10987,"TUXEDO PARK, NY",TUXEDO PARK,NY,ORANGE
14887,"TYRONE, NY",TYRONE,NY,SCHUYLER
12487,"ULSTER PARK, NY",ULSTER PARK,NY,ULSTER
13849,"UNADILLA, NY",UNADILLA,NY,OTSEGO
14563,"UNION HILL, NY",UNION HILL,NY,WAYNE
13160,"UNION SPRINGS, NY",UNION SPRINGS,NY,CAYUGA
11553,"UNIONDALE, NY",UNIONDALE,NY,NASSAU
11555,"UNIONDALE, NY",UNIONDALE,NY,NASSAU
11556,"UNIONDALE, NY",UNIONDALE,NY,NASSAU
10988,"UNIONVILLE, NY",UNIONVILLE,NY,ORANGE
12987,"UPPER JAY, NY",UPPER JAY,NY,ESSEX
11973,"UPTON, NY",UPTON,NY,SUFFOLK
13501,"UTICA, NY",UTICA,NY,ONEIDA
13502,"UTICA, NY",UTICA,NY,ONEIDA
13503,"UTICA, NY",UTICA,NY,ONEIDA
13504,"UTICA, NY",UTICA,NY,ONEIDA
12584,"VAILS GATE, NY",VAILS GATE,NY,ORANGE
12184,"VALATIE, NY",VALATIE,NY,COLUMBIA
10595,"VALHALLA, NY",VALHALLA,NY,WESTCHESTER
10989,"VALLEY COTTAGE, NY",VALLEY COTTAGE,NY,ROCKLAND
12185,"VALLEY FALLS, NY",VALLEY FALLS,NY,RENSSELAER
11580,"VALLEY STREAM, NY",VALLEY STREAM,NY,NASSAU
11581,"VALLEY STREAM, NY",VALLEY STREAM,NY,NASSAU
11582,"VALLEY STREAM, NY",VALLEY STREAM,NY,NASSAU
14166,"VAN BUREN POINT, NY",VAN BUREN POINT,NY,CHAUTAUQUA
14889,"VAN ETTEN, NY",VAN ETTEN,NY,CHEMUNG
13475,"VAN HORNESVILLE, NY",VAN HORNESVILLE,NY,HERKIMER
14167,"VARYSBURG, NY",VARYSBURG,NY,WYOMING
12585,"VERBANK, NY",VERBANK,NY,DUTCHESS
12989,"VERMONTVILLE, NY",VERMONTVILLE,NY,FRANKLIN
13476,"VERNON, NY",VERNON,NY,ONEIDA
13477,"VERNON CENTER, NY",VERNON CENTER,NY,ONEIDA
13478,"VERONA, NY",VERONA,NY,ONEIDA
13162,"VERONA BEACH, NY",VERONA BEACH,NY,ONEIDA
10596,"VERPLANCK, NY",VERPLANCK,NY,WESTCHESTER
14168,"VERSAILLES, NY",VERSAILLES,NY,CATTARAUGUS
13850,"VESTAL, NY",VESTAL,NY,BROOME
13851,"VESTAL, NY",VESTAL,NY,BROOME
14564,"VICTOR, NY",VICTOR,NY,ONTARIO
12884,"VICTORY MILLS, NY",VICTORY MILLS,NY,SARATOGA
12186,"VOORHEESVILLE, NY",VOORHEESVILLE,NY,ALBANY
10597,"WACCABUC, NY",WACCABUC,NY,WESTCHESTER
13694,"WADDINGTON, NY",WADDINGTON,NY,SAINT LAWRENCE
11792,"WADING RIVER, NY",WADING RIVER,NY,SUFFOLK
11975,"WAINSCOTT, NY",WAINSCOTT,NY,SUFFOLK
12586,"WALDEN, NY",WALDEN,NY,ORANGE
14169,"WALES CENTER, NY",WALES CENTER,NY,ERIE
12588,"WALKER VALLEY, NY",WALKER VALLEY,NY,ULSTER
12589,"WALLKILL, NY",WALLKILL,NY,ULSTER
13856,"WALTON, NY",WALTON,NY,DELAWARE
14568,"WALWORTH, NY",WALWORTH,NY,WAYNE
13163,"WAMPSVILLE, NY",WAMPSVILLE,NY,MADISON
13695,"WANAKENA, NY",WANAKENA,NY,SAINT LAWRENCE
11793,"WANTAGH, NY",WANTAGH,NY,NASSAU
12590,"WAPPINGERS FALLS, NY",WAPPINGERS FALLS,NY,DUTCHESS
13164,"WARNERS, NY",WARNERS,NY,ONONDAGA
12187,"WARNERVILLE, NY",WARNERVILLE,NY,SCHOHARIE
12885,"WARRENSBURG, NY",WARRENSBURG,NY,WARREN
14569,"WARSAW, NY",WARSAW,NY,WYOMING
10990,"WARWICK, NY",WARWICK,NY,ORANGE
13479,"WASHINGTON MILLS, NY",WASHINGTON MILLS,NY,ONEIDA
10992,"WASHINGTONVILLE, NY",WASHINGTONVILLE,NY,ORANGE
12592,"WASSAIC, NY",WASSAIC,NY,DUTCHESS
11976,"WATER MILL, NY",WATER MILL,NY,SUFFOLK
12188,"WATERFORD, NY",WATERFORD,NY,SARATOGA
13165,"WATERLOO, NY",WATERLOO,NY,SENECA
14571,"WATERPORT, NY",WATERPORT,NY,ORLEANS
13601,"WATERTOWN, NY",WATERTOWN,NY,JEFFERSON
13603,"WATERTOWN, NY",WATERTOWN,NY,JEFFERSON
13480,"WATERVILLE, NY",WATERVILLE,NY,ONEIDA
12189,"WATERVLIET, NY",WATERVLIET,NY,ALBANY
14891,"WATKINS GLEN, NY",WATKINS GLEN,NY,SCHUYLER
14892,"WAVERLY, NY",WAVERLY,NY,TIOGA
12489,"WAWARSING, NY",WAWARSING,NY,ULSTER
14572,"WAYLAND, NY",WAYLAND,NY,STEUBEN
14893,"WAYNE, NY",WAYNE,NY,SCHUYLER
14580,"WEBSTER, NY",WEBSTER,NY,MONROE
13166,"WEEDSPORT, NY",WEEDSPORT,NY,CAYUGA
13640,"WELLESLEY ISLAND, NY",WELLESLEY ISLAND,NY,JEFFERSON
12190,"WELLS, NY",WELLS,NY,HAMILTON
13859,"WELLS BRIDGE, NY",WELLS BRIDGE,NY,OTSEGO
14894,"WELLSBURG, NY",WELLSBURG,NY,CHEMUNG
14895,"WELLSVILLE, NY",WELLSVILLE,NY,ALLEGANY
11704,"WEST BABYLON, NY",WEST BABYLON,NY,SUFFOLK
11707,"WEST BABYLON, NY",WEST BABYLON,NY,SUFFOLK
14585,"WEST BLOOMFIELD, NY",WEST BLOOMFIELD,NY,ONTARIO
13482,"WEST BURLINGTON, NY",WEST BURLINGTON,NY,OTSEGO
12490,"WEST CAMP, NY",WEST CAMP,NY,ULSTER
12992,"WEST CHAZY, NY",WEST CHAZY,NY,CLINTON
14786,"WEST CLARKSVILLE, NY",WEST CLARKSVILLE,NY,ALLEGANY
12192,"WEST COXSACKIE, NY",WEST COXSACKIE,NY,GREENE
13860,"WEST DAVENPORT, NY",WEST DAVENPORT,NY,DELAWARE
13484,"WEST EATON, NY",WEST EATON,NY,MADISON
13485,"WEST EDMESTON, NY",WEST EDMESTON,NY,MADISON
14170,"WEST FALLS, NY",WEST FALLS,NY,ERIE
12194,"WEST FULTON, NY",WEST FULTON,NY,SCHOHARIE
10604,"WEST HARRISON, NY",WEST HARRISON,NY,WESTCHESTER
10993,"WEST HAVERSTRAW, NY",WEST HAVERSTRAW,NY,ROCKLAND
11552,"WEST HEMPSTEAD, NY",WEST HEMPSTEAD,NY,NASSAU
14586,"WEST HENRIETTA, NY",WEST HENRIETTA,NY,MONROE
12491,"WEST HURLEY, NY",WEST HURLEY,NY,ULSTER
11795,"WEST ISLIP, NY",WEST ISLIP,NY,SUFFOLK
12492,"WEST KILL, NY",WEST KILL,NY,GREENE
12195,"WEST LEBANON, NY",WEST LEBANON,NY,COLUMBIA
13489,"WEST LEYDEN, NY",WEST LEYDEN,NY,LEWIS
13167,"WEST MONROE, NY",WEST MONROE,NY,OSWEGO
10994,"WEST NYACK, NY",WEST NYACK,NY,ROCKLAND
13861,"WEST ONEONTA, NY",WEST ONEONTA,NY,OTSEGO
12493,"WEST PARK, NY",WEST PARK,NY,ULSTER
10996,"WEST POINT, NY",WEST POINT,NY,ORANGE
12196,"WEST SAND LAKE, NY",WEST SAND LAKE,NY,RENSSELAER
11796,"WEST SAYVILLE, NY",WEST SAYVILLE,NY,SUFFOLK
12494,"WEST SHOKAN, NY",WEST SHOKAN,NY,ULSTER
13696,"WEST STOCKHOLM, NY",WEST STOCKHOLM,NY,SAINT LAWRENCE
14171,"WEST VALLEY, NY",WEST VALLEY,NY,CATTARAUGUS
13491,"WEST WINFIELD, NY",WEST WINFIELD,NY,HERKIMER
12785,"WESTBROOKVILLE, NY",WESTBROOKVILLE,NY,SULLIVAN
11590,"WESTBURY, NY",WESTBURY,NY,NASSAU
13483,"WESTDALE, NY",WESTDALE,NY,ONEIDA
12193,"WESTERLO, NY",WESTERLO,NY,ALBANY
13486,"WESTERNVILLE, NY",WESTERNVILLE,NY,ONEIDA
14787,"WESTFIELD, NY",WESTFIELD,NY,CHAUTAUQUA
13488,"WESTFORD, NY",WESTFORD,NY,OTSEGO
11977,"WESTHAMPTON, NY",WESTHAMPTON,NY,SUFFOLK
11978,"WESTHAMPTON BEACH, NY",WESTHAMPTON BEACH,NY,SUFFOLK
13490,"WESTMORELAND, NY",WESTMORELAND,NY,ONEIDA
14788,"WESTONS MILLS, NY",WESTONS MILLS,NY,CATTARAUGUS
12993,"WESTPORT, NY",WESTPORT,NY,ESSEX
10998,"WESTTOWN, NY",WESTTOWN,NY,ORANGE
12886,"WEVERTOWN, NY",WEVERTOWN,NY,WARREN
12786,"WHITE LAKE, NY",WHITE LAKE,NY,SULLIVAN
10601,"WHITE PLAINS, NY",WHITE PLAINS,NY,WESTCHESTER
10602,"WHITE PLAINS, NY",WHITE PLAINS,NY,WESTCHESTER
10603,"WHITE PLAINS, NY",WHITE PLAINS,NY,WESTCHESTER
10605,"WHITE PLAINS, NY",WHITE PLAINS,NY,WESTCHESTER
10606,"WHITE PLAINS, NY",WHITE PLAINS,NY,WESTCHESTER
10607,"WHITE PLAINS, NY",WHITE PLAINS,NY,WESTCHESTER
10610,"WHITE PLAINS, NY",WHITE PLAINS,NY,WESTCHESTER
12787,"WHITE SULPHUR SPRINGS, NY",WHITE SULPHUR SPRINGS,NY,SULLIVAN
12887,"WHITEHALL, NY",WHITEHALL,NY,WASHINGTON
13492,"WHITESBORO, NY",WHITESBORO,NY,ONEIDA
11357,"WHITESTONE, NY",WHITESTONE,NY,QUEENS
14897,"WHITESVILLE, NY",WHITESVILLE,NY,ALLEGANY
13862,"WHITNEY POINT, NY",WHITNEY POINT,NY,BROOME
14588,"WILLARD, NY",WILLARD,NY,SENECA
13863,"WILLET, NY",WILLET,NY,CORTLAND
14589,"WILLIAMSON, NY",WILLIAMSON,NY,WAYNE
13493,"WILLIAMSTOWN, NY",WILLIAMSTOWN,NY,OSWEGO
11596,"WILLISTON PARK, NY",WILLISTON PARK,NY,NASSAU
12495,"WILLOW, NY",WILLOW,NY,ULSTER
12996,"WILLSBORO, NY",WILLSBORO,NY,ESSEX
13864,"WILLSEYVILLE, NY",WILLSEYVILLE,NY,TIOGA
12997,"WILMINGTON, NY",WILMINGTON,NY,ESSEX
14172,"WILSON, NY",WILSON,NY,NIAGARA
12496,"WINDHAM, NY",WINDHAM,NY,GREENE
13865,"WINDSOR, NY",WINDSOR,NY,BROOME
12594,"WINGDALE, NY",WINGDALE,NY,DUTCHESS
13697,"WINTHROP, NY",WINTHROP,NY,SAINT LAWRENCE
12998,"WITHERBEE, NY",WITHERBEE,NY,ESSEX
14590,"WOLCOTT, NY",WOLCOTT,NY,WAYNE
12788,"WOODBOURNE, NY",WOODBOURNE,NY,SULLIVAN
11797,"WOODBURY, NY",WOODBURY,NY,NASSAU
13494,"WOODGATE, NY",WOODGATE,NY,ONEIDA
11421,"WOODHAVEN, NY",WOODHAVEN,NY,QUEENS
14898,"WOODHULL, NY",WOODHULL,NY,STEUBEN
11598,"WOODMERE, NY",WOODMERE,NY,NASSAU
12789,"WOODRIDGE, NY",WOODRIDGE,NY,SULLIVAN
11377,"WOODSIDE, NY",WOODSIDE,NY,QUEENS
12498,"WOODSTOCK, NY",WOODSTOCK,NY,ULSTER
12197,"WORCESTER, NY",WORCESTER,NY,OTSEGO
12790,"WURTSBORO, NY",WURTSBORO,NY,SULLIVAN
11798,"WYANDANCH, NY",WYANDANCH,NY,SUFFOLK
12198,"WYNANTSKILL, NY",WYNANTSKILL,NY,RENSSELAER
14591,"WYOMING, NY",WYOMING,NY,WYOMING
11980,"YAPHANK, NY",YAPHANK,NY,SUFFOLK
10701,"YONKERS, NY",YONKERS,NY,WESTCHESTER
10702,"YONKERS, NY",YONKERS,NY,WESTCHESTER
10703,"YONKERS, NY",YONKERS,NY,WESTCHESTER
10704,"YONKERS, NY",YONKERS,NY,WESTCHESTER
10705,"YONKERS, NY",YONKERS,NY,WESTCHESTER
10710,"YONKERS, NY",YONKERS,NY,WESTCHESTER
14592,"YORK, NY",YORK,NY,LIVINGSTON
14173,"YORKSHIRE, NY",YORKSHIRE,NY,CATTARAUGUS
10598,"YORKTOWN HEIGHTS, NY",YORKTOWN HEIGHTS,NY,WESTCHESTER
13495,"YORKVILLE, NY",YORKVILLE,NY,ONEIDA
14174,"YOUNGSTOWN, NY",YOUNGSTOWN,NY,NIAGARA
12791,"YOUNGSVILLE, NY",YOUNGSVILLE,NY,SULLIVAN
12792,"YULAN, NY",YULAN,NY,SULLIVAN
